84e9d35a-df9c-475c-bc2e-c37614677934,Квас,0,fc4a5890-9fd4-41de-bd4b-390ace2dd3e5
d82df95d-f38d-40db-bba9-91f42f3cc024,Зеленый чай,0,fc4a5890-9fd4-41de-bd4b-390ace2dd3e5
7b1f62d3-4ad7-4f5e-a7d4-5e7f010d1195,Кефир,0,fc4a5890-9fd4-41de-bd4b-390ace2dd3e5
267d8041-92cb-4f35-bc30-64a0acc80314,Кумыс,1,fc4a5890-9fd4-41de-bd4b-390ace2dd3e5
75aed285-c192-46d5-8aa9-167bfc7a51d4,Астана,0,be11e9b2-91aa-42c8-a2c6-36510baaab8f
ece12fc1-957b-4e7f-8bae-676203e04642,Бишкек,0,be11e9b2-91aa-42c8-a2c6-36510baaab8f
4098375b-74f5-4bf8-a7e1-f4f0fa6dae98,Стамбул,1,be11e9b2-91aa-42c8-a2c6-36510baaab8f
95ce76ff-6f3f-4d6e-9312-272f6f7c6c29,Актобе,0,be11e9b2-91aa-42c8-a2c6-36510baaab8f
d98048f2-db9e-4f19-abc0-4f4e3c9b7544,Узбекистан,0,08582326-b2c7-4a75-aa78-b2b1ac268438
3fccb379-70f1-46ce-9304-96486bf203a3,Турция,1,08582326-b2c7-4a75-aa78-b2b1ac268438
e3e2b6c9-c031-49c2-823a-ca8eaff69fad,Катар,0,08582326-b2c7-4a75-aa78-b2b1ac268438
dd260e63-254d-4344-a107-3c28bdc4ae52,Оман,0,08582326-b2c7-4a75-aa78-b2b1ac268438
c4b1dbea-eef3-4b0d-9bbf-97e08bc4104e,Деревня Марокко,1,40362fdc-65bd-48ce-a0de-ab2890ecff37
7a642308-3d61-44ea-bdfd-d6a70bebf88d,Незаселённые части ОАЭ,0,40362fdc-65bd-48ce-a0de-ab2890ecff37
8ac97285-4d38-4dc4-a7fc-687b19446c76,Столица Йемена,0,40362fdc-65bd-48ce-a0de-ab2890ecff37
8dd8e1ff-4043-4bdc-a87f-4e1a735be300,Судан,0,40362fdc-65bd-48ce-a0de-ab2890ecff37
8ef7e8a7-86d9-4c4d-a20e-fba5cf90462b,ОАЭ,0,3e07026a-9093-4124-89aa-4d0761f31e9c
21765e61-0b6b-4f32-b3a7-dd9b2959a2f2,Ливан,1,3e07026a-9093-4124-89aa-4d0761f31e9c
c54eca03-51e7-4983-8264-e37a8d72d042,Катар,0,3e07026a-9093-4124-89aa-4d0761f31e9c
43345748-1cbc-4596-a33c-9bf1f1c3ca35,Иордания,0,3e07026a-9093-4124-89aa-4d0761f31e9c
a1bc1681-3692-48d0-b63d-9fe956461699,Турецкое вино Сувла,0,dda006be-597c-4ad0-8a27-0280b85bea46
aac60880-39d8-4f43-b02e-af08447696c0,Крепкий напиток Арак,1,dda006be-597c-4ad0-8a27-0280b85bea46
bf39ea6b-dd0d-4d4a-84e6-4091fdfa43db,Настойка из фиников,0,dda006be-597c-4ad0-8a27-0280b85bea46
e730b77f-00b9-44f9-b49d-eebf8cca2d3f,Современная лампа Джина,0,dda006be-597c-4ad0-8a27-0280b85bea46
e3f5fb52-e822-4cc7-9ced-c589f2103510,Аладдин,1,bc66935b-ef4f-4d07-bb38-dc7200caaafc
012f6cbd-9348-458f-8490-020af3f5b4a1,Отражение в зеркале,0,bc66935b-ef4f-4d07-bb38-dc7200caaafc
27edb666-748a-4154-8c61-7afb64eecaa6,Абу,0,bc66935b-ef4f-4d07-bb38-dc7200caaafc
0d6fa7a4-e677-4128-963d-82ed37fa5f5c,"Султан, который снял чалму",0,bc66935b-ef4f-4d07-bb38-dc7200caaafc
7de4ab66-65ba-4b6a-b4aa-c8a625176147,C Аладдином,0,baa9bd75-3fa2-48a0-94cb-84a0e2352994
55b6d18a-3a4c-41d1-88f9-2dc233e88e00,Cам с собой,0,baa9bd75-3fa2-48a0-94cb-84a0e2352994
fa3bdbd7-37e6-4bec-bd57-8ee1c1216b32,C Абу,0,baa9bd75-3fa2-48a0-94cb-84a0e2352994
4e80ef0e-7db8-4155-81ae-cf63fc454c17,C Ковриком,1,baa9bd75-3fa2-48a0-94cb-84a0e2352994
cee0a8b3-9885-4559-b62b-a28c9dd06946,78,0,a76ec91b-238c-4e46-b22f-7bc4f6a402ee
3759dbb5-e15d-4672-9171-a2319d2abcd5,100,0,a76ec91b-238c-4e46-b22f-7bc4f6a402ee
9c990fc8-6be6-4079-8586-100074391157,45,1,a76ec91b-238c-4e46-b22f-7bc4f6a402ee
18dfdd95-a565-44e0-89f5-998b34d5ae9f,38,0,a76ec91b-238c-4e46-b22f-7bc4f6a402ee
175f7c97-1430-4abb-b16f-f13ce1c472a4,Левой,0,835e9c3a-0131-40ff-b227-d187e6808526
61738fc7-1d1e-4e61-91c3-3bbee959e063,Правой,1,835e9c3a-0131-40ff-b227-d187e6808526
1b33186b-8597-4b21-8de5-f2d7e1468966,Узбекистан,1,3d0dfe80-bfe5-49a4-b9bc-24cfbdf6ad74
388353a6-7ea6-433a-8b5a-a2d1fe277541,Кыргызстан,0,3d0dfe80-bfe5-49a4-b9bc-24cfbdf6ad74
87b62bbe-2662-4797-bcbc-81ee7fcf6afc,Таджикистан,0,3d0dfe80-bfe5-49a4-b9bc-24cfbdf6ad74
